Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata,Rata-rata (Next Sem)
68,60,90,67,83,66,92,63,89,93,87,62,78,82,76,84,67,60,86,60,88,62,100,66,90,87,83,70,77,82,74,75,77.5,76.69
68,70,71,88,63,60,64,93,69,60,73,83,72,92,92,68,61,60,61,90,63,64,57,90,63,73,77,82,73,88,91,70,74.12,72.69
83,66,60,81,93,80,76,79,66,77,84,73,89,95,84,95,77,58,55,88,95,85,80,76,72,69,85,70,95,100,89,86,80.06,80.0
78,95,90,63,83,85,62,74,94,65,66,85,77,94,73,60,82,96,91,62,82,87,57,67,94,57,58,79,68,87,63,68,77.75,74.88
77,67,83,81,79,73,75,68,70,71,62,91,90,63,62,95,73,71,88,85,73,65,74,73,72,66,60,89,91,69,60,96,75.44,75.31
91,63,81,65,60,67,82,83,68,72,70,80,88,79,67,86,94,68,88,64,65,68,85,87,64,80,69,81,90,70,66,87,75.12,76.62
74,95,92,64,94,89,77,86,89,63,72,80,69,95,85,65,78,95,88,66,88,97,87,85,82,66,63,88,72,85,86,61,80.56,80.44
90,95,88,83,86,72,71,95,85,80,70,78,70,68,73,77,97,91,75,80,78,75,66,95,88,76,75,75,70,64,73,80,80.06,78.62
72,86,62,73,65,79,86,83,91,91,88,79,88,89,94,75,76,90,55,78,60,81,92,81,91,94,85,84,88,91,96,81,81.31,82.69
76,66,69,84,80,61,78,90,63,68,77,68,72,74,89,69,69,60,70,82,82,71,86,89,66,69,80,68,75,71,86,78,74.0,75.12
95,95,86,73,95,95,84,75,80,60,91,69,88,64,87,87,86,99,91,73,99,88,87,74,80,62,88,70,93,64,88,78,82.75,82.5
64,68,83,78,91,81,67,89,93,61,71,78,67,88,73,76,59,64,88,80,91,82,59,80,92,64,78,79,56,95,68,81,76.75,76.0
80,81,73,75,80,64,61,82,90,88,82,63,80,83,88,66,80,81,73,70,71,62,55,83,100,95,86,51,81,84,75,62,77.25,75.56
65,68,87,73,86,73,80,84,60,61,70,60,85,93,64,72,68,64,92,74,74,71,87,82,56,60,69,59,83,89,62,66,73.81,72.25
79,83,80,90,94,80,95,83,91,65,80,87,74,83,73,79,76,94,93,92,95,84,93,76,93,59,77,93,74,82,65,76,82.25,82.62
95,79,69,92,82,76,86,72,75,82,95,76,80,87,83,87,94,80,67,92,87,76,86,70,74,82,88,73,80,92,83,88,82.25,82.0
88,63,77,62,86,81,86,62,74,70,78,74,82,72,77,81,90,66,68,65,89,83,95,58,71,65,80,73,80,70,80,92,75.81,76.56
77,87,66,63,65,83,61,89,78,78,76,90,79,73,63,62,69,91,58,62,72,82,62,91,73,78,77,91,77,70,72,63,74.38,74.25
91,90,73,92,71,68,73,62,90,66,69,89,71,70,79,67,88,95,74,86,83,68,77,58,84,61,71,88,80,75,79,61,76.31,76.75
81,60,86,91,69,77,72,72,77,74,90,88,75,77,88,87,76,55,84,97,63,75,79,71,71,75,90,85,72,75,86,77,79.0,76.94
64,63,75,93,63,80,94,88,75,85,74,71,87,71,92,92,66,74,74,97,57,74,100,90,74,80,76,73,92,67,99,95,79.19,80.5
74,77,80,73,71,67,88,87,85,94,77,88,65,89,74,92,75,70,82,75,74,68,78,84,84,84,72,92,60,80,72,93,80.06,77.69
69,63,75,95,83,68,83,72,74,90,60,90,75,68,73,61,60,59,72,89,92,70,83,83,76,85,55,93,74,61,69,60,74.94,73.81
87,85,78,72,84,81,90,92,94,67,91,77,86,75,80,74,90,80,77,77,80,76,89,94,92,58,88,80,89,76,76,76,82.06,81.12
92,79,73,92,79,71,74,89,75,91,62,93,61,65,85,84,89,73,77,86,73,65,70,83,70,93,61,91,70,64,91,81,79.06,77.31
70,94,77,84,84,78,73,64,81,79,89,93,90,75,88,94,69,91,79,76,88,72,72,67,79,77,94,87,90,74,88,84,82.06,80.44
77,89,70,75,70,65,83,81,93,71,83,80,74,87,76,63,76,91,73,81,64,66,82,86,95,68,83,73,77,86,72,62,77.31,77.19
84,78,66,91,76,95,83,82,83,81,81,67,83,80,75,84,91,69,65,91,71,100,90,77,88,86,70,69,73,82,73,81,80.56,79.75
79,61,62,72,69,65,62,93,71,93,89,72,93,63,85,83,85,65,66,63,65,59,65,88,71,86,90,80,87,52,90,80,75.75,74.5
80,80,67,69,66,91,87,82,79,87,93,94,79,71,87,72,74,79,70,75,65,99,85,79,85,81,89,93,80,70,84,76,80.25,80.25
63,91,72,93,93,88,95,85,75,81,71,89,80,65,78,84,68,85,87,93,88,89,93,84,71,81,69,99,85,58,91,89,81.44,83.12
83,88,66,65,74,67,64,60,80,84,78,74,62,90,90,65,78,91,72,68,76,68,70,68,73,83,87,70,60,86,97,62,74.38,75.56
72,71,82,72,89,73,72,67,82,65,77,94,62,93,77,91,67,67,80,71,93,67,76,61,84,59,82,89,55,94,73,93,77.44,75.69
87,89,93,87,88,62,89,84,72,72,65,70,68,82,88,64,87,95,97,83,87,57,87,75,74,85,70,71,65,81,95,61,78.75,79.38
78,93,93,82,71,83,67,71,66,71,63,81,90,94,69,88,81,90,92,77,77,82,70,69,69,74,65,78,89,100,73,87,78.75,79.56
60,74,66,88,74,71,71,70,80,92,91,78,72,74,93,61,63,69,66,92,69,73,68,69,83,100,91,77,71,77,100,56,75.94,76.5
94,83,76,76,69,73,73,69,84,94,70,64,73,86,93,91,100,90,76,65,63,72,76,67,84,100,75,60,76,87,99,96,79.25,80.38
91,76,87,91,68,60,67,89,92,83,82,70,78,82,92,77,86,72,86,84,60,68,66,89,91,75,82,66,84,82,94,72,80.31,78.56
83,85,76,80,66,79,66,76,67,76,88,67,68,73,78,94,84,82,82,82,66,83,69,64,68,69,85,71,66,64,76,95,76.38,75.38
93,74,70,73,76,60,89,78,73,81,70,90,90,81,78,69,93,67,75,78,81,55,100,82,74,76,73,87,89,78,80,57,77.81,77.81
79,72,67,64,92,94,66,71,74,66,86,77,78,93,85,84,84,68,61,57,90,88,70,66,80,68,92,76,78,90,84,81,78.0,77.06
81,92,70,91,81,81,94,94,71,60,89,62,75,66,81,82,86,97,69,86,84,89,94,93,69,61,98,69,79,65,86,83,79.38,81.75
73,68,61,69,64,93,88,76,81,79,91,63,60,76,68,77,76,57,53,65,67,92,85,79,84,80,99,65,65,71,73,72,74.19,73.94
90,69,66,70,94,73,82,90,86,85,73,60,87,93,80,65,84,71,64,76,92,74,85,89,87,87,77,65,82,88,75,64,78.94,78.75
86,70,95,66,94,65,86,78,78,72,68,84,82,89,64,83,84,72,99,58,96,63,82,68,77,82,77,87,80,96,73,88,78.75,80.12
83,67,93,95,67,92,84,84,64,64,95,81,90,68,85,63,83,72,90,94,73,97,86,72,72,68,95,90,91,64,92,61,79.69,81.25
90,77,93,74,81,72,94,78,92,88,76,72,94,64,61,91,92,75,96,80,80,84,100,78,88,80,83,78,83,72,68,90,81.06,82.94
78,91,85,82,87,83,61,80,71,79,62,75,66,82,77,65,77,96,84,82,80,94,60,83,72,79,57,73,67,76,81,69,76.5,76.88
62,83,83,95,64,79,89,70,85,66,71,82,65,88,66,74,65,86,83,90,65,72,88,75,83,67,72,82,63,86,64,75,76.38,76.0
89,89,80,91,66,82,86,66,73,76,67,90,65,86,86,91,85,88,81,96,71,83,87,53,82,79,60,88,59,82,88,94,80.19,79.75
89,66,62,90,79,69,88,69,92,92,64,87,62,91,72,67,89,63,70,92,81,72,92,70,88,89,67,88,56,85,70,73,77.44,77.81
63,89,81,89,67,93,69,73,73,86,89,92,95,60,66,82,62,89,78,91,71,89,71,74,73,88,86,95,94,57,59,83,79.19,78.75
86,62,80,82,70,93,77,65,87,67,90,90,71,77,91,74,91,67,88,82,73,100,69,56,83,64,87,87,78,75,89,69,78.88,78.62
62,61,90,87,61,84,60,80,73,60,81,91,67,69,84,91,60,64,93,89,57,79,67,82,70,62,85,84,67,67,84,86,75.06,74.75
67,71,75,93,68,80,86,92,94,82,88,78,80,70,81,64,66,67,73,86,75,78,77,100,94,78,83,69,80,61,78,67,79.31,77.0
76,74,65,94,75,80,92,66,87,92,73,92,79,63,60,67,83,75,63,97,70,87,92,72,86,88,72,96,81,58,61,67,77.19,78.0
75,81,86,94,68,66,74,89,72,60,61,69,77,61,78,65,73,90,86,94,67,73,71,84,68,66,70,70,79,64,77,65,73.5,74.81
86,74,74,83,66,95,85,70,65,73,83,90,77,90,89,94,91,72,69,81,67,100,86,71,68,76,85,96,73,100,96,89,80.88,82.5
93,67,93,78,71,65,72,70,95,69,66,65,81,77,93,84,87,67,90,78,67,61,65,64,91,73,73,65,80,80,96,92,77.44,76.81
90,68,95,66,60,89,65,70,95,70,74,87,71,60,63,69,98,70,91,68,59,95,67,73,95,76,81,77,75,56,59,67,74.5,75.44
80,83,61,66,76,90,70,60,86,71,85,80,79,70,93,91,74,82,69,61,78,91,73,67,76,71,96,73,85,71,92,92,77.56,78.19
83,76,65,95,87,74,87,61,84,84,80,80,71,80,62,87,77,72,70,87,74,69,84,60,86,78,78,83,74,77,62,91,78.5,76.38
86,88,60,86,95,81,92,81,75,91,89,73,87,71,82,65,90,89,62,90,83,81,100,84,85,84,91,74,84,71,82,76,81.38,82.88
61,75,60,83,71,81,88,79,72,67,84,76,75,89,91,79,55,74,64,81,81,77,85,75,67,70,78,75,76,89,85,79,76.94,75.69
92,79,85,84,71,67,68,83,73,88,72,75,64,62,90,89,96,84,93,85,71,67,66,77,76,93,70,82,65,60,97,76,77.62,78.62
